age,gender,exp,region,marka,year,engine,kbm,rise
36,0,13,50,Mitsubishi,2003,128,3,0
29,0,15,82,Ford,1994,94,1,0
26,0,5,25,Dodge,2004,357,4,0
44,1,20,92,Chevrolet,2011,151,2,0
52,1,12,141,Mazda,2009,160,2,1
34,1,25,36,Subaru,1994,151,3,1
53,1,16,181,Suzuki,2011,127,3,1
28,0,24,157,Audi,2011,142,4,1
56,0,5,173,GMC,1996,323,4,1
57,0,7,157,Kia,2006,133,1,1
27,1,15,104,GMC,1999,152,4,0
40,1,22,189,Ford,1995,87,4,0
55,0,3,50,BMW,1992,114,2,1
43,0,14,92,Hyundai,2003,91,0,1
47,1,15,26,Volkswagen,2010,88,4,1
40,0,15,55,Chevrolet,1972,139,3,1
44,0,18,209,Isuzu,1995,141,2,1
40,0,30,129,Saturn,2004,85,2,0
38,0,24,178,Lexus,1994,94,4,0
35,0,7,200,Lotus,1993,186,1,1
44,0,25,67,Ford,1985,83,0,0
49,1,22,176,Chrysler,2008,97,0,0
55,1,17,147,Chevrolet,1965,124,4,1
30,1,4,219,Volvo,2002,183,0,0
40,0,5,88,Suzuki,1984,296,1,1
30,0,4,208,Kia,2009,208,4,0
56,1,20,84,Mitsubishi,2009,110,4,0
35,0,20,49,Subaru,2006,115,1,1
42,1,17,171,Ford,1995,120,1,0
43,0,6,129,Plymouth,1993,369,2,1
46,0,1,9,MINI,2012,407,4,0
58,0,13,119,Mitsubishi,2009,138,4,0
41,1,3,47,Chevrolet,2006,144,3,1
39,0,6,136,Volkswagen,1997,259,2,1
54,1,5,107,Audi,1998,111,1,1
30,0,17,204,Dodge,2008,159,2,0
42,0,16,116,BMW,1996,157,4,0
41,0,5,81,Chrysler,2009,141,0,0
37,0,7,33,Dodge,1995,266,0,0
47,0,14,205,Subaru,1988,154,3,1
50,1,14,79,Ford,2006,86,4,1
41,0,13,197,Mercury,2008,146,2,0
39,1,20,183,Lamborghini,2001,135,2,1
50,0,16,32,BMW,2010,101,1,1
41,0,30,59,Pontiac,1991,140,1,1
38,1,5,186,Hyundai,1992,135,1,1
45,0,13,122,Audi,2009,115,3,1
46,0,12,20,Toyota,2004,80,4,1
41,0,12,81,Toyota,1997,298,1,0
24,0,19,37,Mitsubishi,1994,89,2,0
38,1,3,157,Ford,1995,197,1,1
34,1,5,89,Suzuki,2005,426,0,0
41,1,25,6,Hyundai,2006,158,0,0
41,1,5,205,Chevrolet,1999,247,3,1
43,0,10,139,Hyundai,2010,93,1,0
30,1,13,106,Buick,1995,158,0,1
45,0,22,57,Mercedes-Benz,2003,143,1,0
38,0,16,86,Mitsubishi,1991,148,1,1
38,0,5,193,Buick,1987,114,1,0
42,1,3,107,Buick,1989,98,2,0
50,1,7,166,Buick,2010,254,2,0
41,0,22,132,Volkswagen,1995,145,0,0
44,1,3,117,Pontiac,2003,826,3,0
54,0,24,172,Acura,2001,135,0,0
58,1,17,168,Suzuki,2008,118,1,1
40,0,17,6,GMC,2009,84,0,1
45,1,5,174,Kia,2007,162,0,1
28,0,2,2,Chrysler,1996,329,3,1
42,1,40,176,Cadillac,2012,155,2,1
50,0,30,166,GMC,2010,155,4,0
51,1,10,88,Mazda,2009,87,2,1
41,1,3,76,Mercury,1988,455,4,0
32,0,6,86,GMC,2010,341,0,1
31,1,5,199,Volkswagen,1999,141,4,0
60,1,5,86,Mercury,2004,218,2,1
52,1,21,103,Dodge,2009,154,1,1
38,0,20,9,Subaru,2005,122,1,1
53,1,10,96,Nissan,2008,96,3,0
43,0,19,146,Land Rover,1998,141,3,1
35,0,9,157,Pontiac,2003,89,0,1
39,0,8,12,Daewoo,2000,289,0,0
45,1,22,122,Land Rover,2008,86,4,0
27,1,7,156,GMC,1994,203,3,0
27,0,20,77,BMW,1993,124,1,1
46,0,14,11,Hummer,2006,127,0,0
44,0,4,59,BMW,2007,394,1,1
43,0,1,177,Mercury,2009,454,0,1
48,0,20,56,Volkswagen,1985,82,1,1
43,0,30,149,BMW,2009,132,2,1
54,0,15,24,Toyota,2010,102,1,1
41,1,39,75,Pontiac,1991,102,4,1
44,1,13,115,Volkswagen,1990,144,1,1
46,1,31,15,Buick,2000,140,1,0
42,1,20,39,Ford,2012,157,3,0
42,1,17,158,Oldsmobile,1997,117,3,1
44,1,17,1,Aptera,2009,160,3,0
54,0,1,199,GMC,1994,245,3,1
50,0,9,21,GMC,1993,147,1,1
24,1,32,108,Nissan,2012,126,3,0
52,0,6,194,Lincoln,2007,398,1,0
43,1,5,195,Aston Martin,2009,177,3,1
28,0,10,116,Buick,2007,152,3,0
39,1,10,94,Lexus,2012,81,2,1
28,0,10,130,Chevrolet,2011,137,3,0
42,0,7,86,Porsche,2008,110,2,1
49,1,22,101,Buick,1986,107,0,0
37,0,21,141,Mercedes-Benz,2002,191,0,1
31,0,14,104,Dodge,2001,157,3,1
40,0,15,56,Acura,1998,130,2,0
28,1,16,61,Maserati,1989,87,3,0
37,1,14,195,Volvo,2009,100,2,0
48,0,17,50,Toyota,2007,142,1,0
34,0,5,169,BMW,1998,149,1,1
41,0,8,68,Pontiac,1995,89,3,1
45,1,5,159,Jensen,1967,158,4,1
38,1,19,11,Nissan,2001,84,3,0
55,1,3,140,Volvo,1999,378,2,0
58,1,31,220,Honda,2012,112,0,0
53,1,36,171,Buick,1987,97,4,1
56,0,19,139,Hillman,1950,110,2,0
45,1,6,12,GMC,2008,160,3,1
42,0,3,198,Cadillac,2011,441,4,1
40,1,1,15,Volkswagen,2006,236,2,0
38,0,5,47,Volvo,2001,346,0,1
42,1,15,98,Isuzu,2001,133,3,1
37,0,35,101,Hyundai,2012,151,4,1
37,0,29,127,Chevrolet,2002,159,0,1
34,0,23,211,Chevrolet,2010,127,4,1
31,0,4,140,Porsche,2002,99,4,0
41,0,8,86,Dodge,1999,384,0,1
25,1,1,60,Mitsubishi,2009,692,0,0
52,1,8,55,Mercedes-Benz,2002,459,2,1
48,1,1,61,Nissan,1979,469,1,0
40,0,36,107,Tesla,2011,83,2,0
55,1,2,101,Cadillac,1996,330,1,1
44,0,5,135,Ford,2005,134,0,0
37,1,13,34,Audi,2009,154,2,1
41,1,28,113,GMC,2010,136,4,1
46,1,3,83,Suzuki,2008,252,0,0
51,0,27,16,Subaru,2010,97,3,0
56,1,6,126,Chevrolet,1993,168,2,1
33,0,9,178,Mercedes-Benz,1990,138,1,1
40,1,2,72,Toyota,2009,162,3,0
60,0,26,10,Volkswagen,2004,84,1,1
34,0,2,133,Lincoln,2010,408,3,1
40,1,3,173,Volvo,2010,100,2,0
44,0,5,139,Hyundai,2013,442,3,1
39,0,20,103,Volkswagen,2012,92,0,1
44,1,17,121,Maserati,2002,84,3,0
57,0,6,151,Lexus,2004,452,4,0
44,0,6,158,Ford,1989,107,3,0
52,1,5,22,Hummer,2008,166,0,1
33,1,1,66,Ford,2005,697,1,0
47,0,4,164,Ford,2002,104,0,1
51,1,17,210,Suzuki,1996,130,0,0
47,1,1,176,Dodge,1995,348,2,0
51,1,36,107,BMW,2003,80,3,1
40,1,7,139,Saab,1994,122,4,1
19,1,11,80,Jeep,2010,88,3,0
59,0,10,60,Infiniti,2011,133,0,0
45,0,2,129,Audi,1999,173,0,1
39,0,1,157,Buick,1992,411,0,1
42,1,7,174,Saturn,2005,357,1,1
44,1,31,191,Chevrolet,1996,95,0,1
51,0,22,15,Lincoln,1992,104,1,0
38,0,23,34,Pontiac,1969,102,4,0
46,1,12,74,Mazda,2011,100,3,1
38,0,14,60,Mercedes-Benz,1992,155,0,0
38,1,7,85,Studebaker,1961,197,1,0
62,1,18,20,Chevrolet,2007,130,0,0
51,0,6,27,Mitsubishi,2002,163,1,1
54,1,2,203,Lamborghini,2006,194,1,1
22,0,3,25,Honda,2012,487,2,1
55,0,6,36,Toyota,2004,96,1,1
47,1,3,88,Cadillac,1992,404,3,0
37,0,28,80,Audi,1991,118,0,1
41,0,17,46,Pontiac,2005,100,3,1
39,0,24,90,Subaru,2003,124,0,0
32,0,1,52,Ford,2012,123,1,0
64,1,1,157,Audi,2002,227,3,0
58,1,4,100,Jaguar,1994,253,3,0
35,1,8,165,Subaru,2001,88,1,0
55,1,14,5,Mazda,2012,142,3,0
29,1,2,203,Mercury,1992,471,0,0
36,1,17,33,Mazda,2007,140,3,0
61,0,7,156,Lincoln,2007,240,1,1
55,1,11,183,Dodge,2009,82,3,0
50,1,1,131,Mitsubishi,2001,244,3,1
57,0,38,180,Audi,1993,145,1,1
56,0,17,142,Studebaker,1964,132,0,1
47,1,25,5,Porsche,1990,118,2,0
45,0,16,19,Honda,2001,153,1,0
57,0,4,79,Buick,1998,406,3,0
37,0,6,162,Ford,1999,443,3,0
33,0,8,145,Buick,1995,172,1,1
45,0,5,33,Lotus,1989,489,4,1
51,0,18,216,Ford,1966,96,1,1
41,0,13,30,Ford,2009,144,2,0
66,1,5,173,Nissan,2008,149,0,0
51,1,16,85,GMC,1995,95,2,1
55,0,25,181,Dodge,1992,81,3,0
50,0,20,220,Land Rover,1986,87,4,0
41,1,6,61,Chrysler,2000,139,4,0
51,1,16,96,Acura,1997,109,0,0
30,0,20,190,Cadillac,2008,522,3,1
55,0,25,110,Mercedes-Benz,2011,118,0,0
54,1,2,147,Honda,1999,228,4,0
43,0,15,198,Chrysler,2007,104,0,1
41,0,6,92,Jaguar,2006,172,3,0
45,0,16,42,Audi,1992,156,3,0
52,0,20,129,BMW,2007,114,2,1
39,1,20,37,Subaru,2010,117,4,1
44,0,10,141,Toyota,2008,95,2,0
43,0,19,114,Chevrolet,2006,120,2,0
47,1,20,200,Buick,2005,121,2,1
62,1,16,87,Hyundai,2002,160,0,1
49,1,5,40,GMC,2000,241,0,0
35,0,17,34,Mercury,1984,138,4,0
42,0,18,118,Mercedes-Benz,2012,149,2,0
35,0,7,131,Toyota,1982,486,4,0
44,1,1,187,Maserati,1989,138,0,0
35,0,38,43,Chevrolet,1996,138,2,0
33,1,10,40,Aston Martin,2012,157,2,1
40,0,22,6,BMW,1997,89,2,0
55,1,1,132,Volkswagen,2012,548,1,0
31,1,1,10,Nissan,2012,409,3,1
32,0,6,78,Audi,2001,195,2,1
37,0,9,167,Mitsubishi,2001,138,1,0
59,1,32,205,Chrysler,2004,130,2,1
47,1,16,30,Dodge,1993,159,4,0
55,0,11,14,Toyota,2010,104,2,1
48,1,26,213,Ford,1983,124,2,1
52,1,15,142,Ford,1997,91,0,1
43,1,16,152,Jaguar,2004,105,1,1
38,1,32,149,Ford,1992,124,2,1
65,1,26,152,Ford,1996,142,4,1
44,1,4,213,Dodge,2001,114,4,0
52,1,6,149,Honda,2006,394,0,0
44,1,1,11,GMC,1997,275,3,0
55,0,20,21,Ford,2008,118,3,0
47,1,7,55,GMC,2008,489,1,1
35,0,22,79,Toyota,1995,621,3,1
30,1,29,210,Citroën,1948,122,0,0
49,1,7,81,Ford,1979,96,2,0
52,0,1,51,Pontiac,2001,318,4,0
37,0,1,147,Maserati,2010,620,1,1
59,0,24,62,Dodge,2004,92,3,1
32,0,32,103,Dodge,1996,113,3,1
35,1,5,138,Ford,1997,126,1,0
33,0,1,141,Geo,1992,143,2,0
45,0,30,210,Honda,2010,127,2,0
54,0,13,41,Chrysler,1994,85,0,0
63,0,2,58,GMC,1995,180,2,0
45,0,16,109,Mazda,1990,158,2,0
46,0,15,178,Isuzu,1996,97,0,1
56,0,7,51,Dodge,1998,170,4,0
59,0,8,181,Ford,1989,298,3,1
43,0,22,169,Kia,2009,140,2,1
44,0,39,60,Honda,2012,155,1,0
66,0,25,15,Pontiac,1983,157,0,0
37,1,30,93,Toyota,2001,130,0,0
46,0,8,152,Mazda,1985,383,4,0
42,0,39,103,Audi,1998,118,3,1
66,0,23,132,Mitsubishi,2007,117,4,0
49,0,5,96,GMC,1996,278,3,1
38,0,12,47,Lincoln,1987,122,4,0
49,1,5,116,Land Rover,2002,181,4,1
27,1,22,196,Lincoln,2008,141,4,0
46,0,21,25,Chevrolet,2009,128,4,1
39,1,10,91,Toyota,1992,144,1,0
45,0,3,192,Chevrolet,1993,147,3,1
59,1,8,189,Toyota,1998,127,0,1
38,0,5,111,Subaru,1991,129,4,0
44,1,15,125,Hyundai,2010,84,2,1
49,1,10,85,Pontiac,1989,120,2,0
40,1,25,28,Subaru,1994,91,2,0
46,1,40,108,GMC,1994,146,2,0
39,0,6,18,Lexus,2010,316,0,1
50,0,10,165,Acura,2000,132,3,0
46,0,20,95,Spyker,2006,108,4,0
40,0,5,150,Audi,1990,253,3,0
37,0,3,4,GMC,2002,89,0,0
55,0,12,135,BMW,2007,104,1,0
40,1,37,19,Mitsubishi,1994,147,4,1
46,1,16,205,Lamborghini,1996,112,0,0
41,1,22,70,BMW,2013,134,1,0
26,0,36,125,Volkswagen,1993,133,4,0
43,1,8,158,Chrysler,2007,364,4,1
34,0,5,156,Cadillac,1992,483,0,0
42,0,25,96,Subaru,1996,80,4,0
54,0,39,28,Mazda,1997,99,2,1
46,0,8,177,Volvo,2004,191,1,1
44,0,18,175,Dodge,1996,111,4,0
51,1,21,112,Volkswagen,1998,96,0,0
58,0,12,113,Mazda,2013,635,3,1
56,1,3,138,Volvo,2010,153,2,1
40,0,26,115,Infiniti,2012,244,4,1
54,1,1,209,Mitsubishi,1994,96,3,1
38,1,3,25,Buick,1989,209,0,0
41,1,28,41,Pontiac,1965,106,0,0
45,1,29,29,Cadillac,2011,95,3,0
33,1,7,141,Saab,2008,176,3,0
56,1,18,68,Nissan,2000,97,0,0
52,0,8,155,Ford,1967,159,4,0
41,0,14,125,GMC,2011,136,0,0
46,0,13,63,Pontiac,1995,105,0,1
39,0,16,158,Lincoln,1987,514,4,0
57,1,39,32,Chevrolet,1999,104,0,0
33,0,1,13,Infiniti,2003,195,4,1
60,1,4,27,GMC,2004,202,4,1
53,1,4,88,Chevrolet,2003,179,0,0
47,0,7,102,BMW,1994,179,0,1
52,0,10,177,Chevrolet,1993,129,3,0
36,1,20,43,Mazda,2002,126,1,1
46,1,5,100,Audi,1984,128,0,0
43,0,3,51,GMC,2001,171,3,1
45,0,13,50,Mitsubishi,2003,128,3,0
44,0,15,82,Ford,1994,94,1,0
60,0,5,25,Dodge,2004,357,4,0
54,1,20,92,Chevrolet,2011,151,2,0
39,0,12,141,Mazda,2009,160,2,1
46,1,25,36,Subaru,1994,151,3,1
48,1,16,181,Suzuki,2011,127,3,1
36,0,24,157,Audi,2011,142,4,1
40,1,5,173,GMC,1996,323,4,1
49,1,7,157,Kia,2006,133,1,1
45,1,15,104,GMC,1999,152,4,0
50,1,22,189,Ford,1995,87,4,0
46,0,3,50,BMW,1992,114,2,1
29,1,14,92,Hyundai,2003,91,0,1
46,1,15,26,Volkswagen,2010,88,4,1
59,0,15,55,Chevrolet,1972,139,3,1
42,1,18,209,Isuzu,1995,141,2,1
46,1,30,129,Saturn,2004,85,2,0
34,1,24,178,Lexus,1994,94,4,0
58,1,7,200,Lotus,1993,186,1,1
40,0,25,67,Ford,1985,83,0,0
53,0,22,176,Chrysler,2008,97,0,0
40,0,17,147,Chevrolet,1965,124,4,1
38,0,4,219,Volvo,2002,183,0,0
40,0,5,88,Suzuki,1984,296,1,1
44,0,4,208,Kia,2009,208,4,0
49,1,20,84,Mitsubishi,2009,110,4,0
42,0,20,49,Subaru,2006,115,1,1
39,0,17,171,Ford,1995,120,1,0
46,0,6,129,Plymouth,1993,369,2,1
50,0,1,9,MINI,2012,407,4,0
32,0,13,119,Mitsubishi,2009,138,4,0
43,1,3,47,Chevrolet,2006,144,3,1
48,0,6,136,Volkswagen,1997,259,2,1
54,1,5,107,Audi,1998,111,1,1
49,0,17,204,Dodge,2008,159,2,0
39,0,16,116,BMW,1996,157,4,0
57,1,5,81,Chrysler,2009,141,0,0
46,1,7,33,Dodge,1995,266,0,0
50,1,14,205,Subaru,1988,154,3,1
41,0,14,79,Ford,2006,86,4,1
50,1,13,197,Mercury,2008,146,2,0
43,0,20,183,Lamborghini,2001,135,2,1
44,0,16,32,BMW,2010,101,1,1
40,0,30,59,Pontiac,1991,140,1,1
51,1,5,186,Hyundai,1992,135,1,1
46,0,13,122,Audi,2009,115,3,1
57,0,12,20,Toyota,2004,80,4,1
49,1,12,81,Toyota,1997,298,1,0
42,1,19,37,Mitsubishi,1994,89,2,0
51,1,3,157,Ford,1995,197,1,1
50,0,5,89,Suzuki,2005,426,0,0
39,0,25,6,Hyundai,2006,158,0,0
53,1,5,205,Chevrolet,1999,247,3,1
35,0,10,139,Hyundai,2010,93,1,0
42,0,13,106,Buick,1995,158,0,1
47,1,22,57,Mercedes-Benz,2003,143,1,0
63,0,16,86,Mitsubishi,1991,148,1,1
45,1,5,193,Buick,1987,114,1,0
59,0,3,107,Buick,1989,98,2,0
45,0,7,166,Buick,2010,254,2,0
48,1,22,132,Volkswagen,1995,145,0,0
46,1,3,117,Pontiac,2003,826,3,0
54,1,24,172,Acura,2001,135,0,0
41,0,17,168,Suzuki,2008,118,1,1
46,0,17,6,GMC,2009,84,0,1
49,0,5,174,Kia,2007,162,0,1
51,1,2,2,Chrysler,1996,329,3,1
47,0,40,176,Cadillac,2012,155,2,1
35,0,30,166,GMC,2010,155,4,0
35,0,10,88,Mazda,2009,87,2,1
34,0,3,76,Mercury,1988,455,4,0
45,1,6,86,GMC,2010,341,0,1
55,1,5,199,Volkswagen,1999,141,4,0
54,0,5,86,Mercury,2004,218,2,1
60,0,21,103,Dodge,2009,154,1,1
48,0,20,9,Subaru,2005,122,1,1
52,0,10,96,Nissan,2008,96,3,0
35,0,19,146,Land Rover,1998,141,3,1
52,0,9,157,Pontiac,2003,89,0,1
45,0,8,12,Daewoo,2000,289,0,0
36,1,22,122,Land Rover,2008,86,4,0
57,1,7,156,GMC,1994,203,3,0
33,0,20,77,BMW,1993,124,1,1
49,1,14,11,Hummer,2006,127,0,0
45,1,4,59,BMW,2007,394,1,1
56,0,1,177,Mercury,2009,454,0,1
50,0,20,56,Volkswagen,1985,82,1,1
53,1,30,149,BMW,2009,132,2,1
34,0,15,24,Toyota,2010,102,1,1
41,0,39,75,Pontiac,1991,102,4,1
42,1,13,115,Volkswagen,1990,144,1,1
52,1,31,15,Buick,2000,140,1,0
36,0,20,39,Ford,2012,157,3,0
60,0,17,158,Oldsmobile,1997,117,3,1
29,0,17,1,Aptera,2009,160,3,0
60,0,1,199,GMC,1994,245,3,1
30,1,9,21,GMC,1993,147,1,1
43,1,32,108,Nissan,2012,126,3,0
50,0,6,194,Lincoln,2007,398,1,0
37,1,5,195,Aston Martin,2009,177,3,1
61,1,10,116,Buick,2007,152,3,0
43,0,10,94,Lexus,2012,81,2,1
33,0,10,130,Chevrolet,2011,137,3,0
52,0,7,86,Porsche,2008,110,2,1
47,1,22,101,Buick,1986,107,0,0
41,1,21,141,Mercedes-Benz,2002,191,0,1
46,0,14,104,Dodge,2001,157,3,1
41,0,15,56,Acura,1998,130,2,0
46,0,16,61,Maserati,1989,87,3,0
24,1,14,195,Volvo,2009,100,2,0
40,0,17,50,Toyota,2007,142,1,0
37,0,5,169,BMW,1998,149,1,1
42,0,8,68,Pontiac,1995,89,3,1
30,1,5,159,Jensen,1967,158,4,1
48,0,19,11,Nissan,2001,84,3,0
39,0,3,140,Volvo,1999,378,2,0
43,0,31,220,Honda,2012,112,0,0
61,1,36,171,Buick,1987,97,4,1
48,1,19,139,Hillman,1950,110,2,0
39,1,6,12,GMC,2008,160,3,1
51,0,3,198,Cadillac,2011,441,4,1
36,1,1,15,Volkswagen,2006,236,2,0
59,0,5,47,Volvo,2001,346,0,1
37,0,15,98,Isuzu,2001,133,3,1
49,0,35,101,Hyundai,2012,151,4,1
39,0,29,127,Chevrolet,2002,159,0,1
53,0,23,211,Chevrolet,2010,127,4,1
48,1,4,140,Porsche,2002,99,4,0
36,0,8,86,Dodge,1999,384,0,1
46,0,1,60,Mitsubishi,2009,692,0,0
29,0,8,55,Mercedes-Benz,2002,459,2,1
57,0,1,61,Nissan,1979,469,1,0
40,0,36,107,Tesla,2011,83,2,0
26,0,2,101,Cadillac,1996,330,1,1
51,0,1,200,Ford,2004,522,4,0
40,1,16,144,Buick,1986,691,2,1
55,1,15,22,Chevrolet,2009,133,1,1
44,0,9,32,Oldsmobile,1995,146,1,1
32,0,33,75,Ford,2012,128,1,0
36,0,18,95,Pontiac,2000,144,3,0
54,1,31,90,Mazda,2009,151,0,1
46,0,21,195,Ford,1989,88,4,1
41,1,34,211,Acura,2010,653,3,1
45,0,19,42,Ford,2004,120,1,1
51,0,20,45,Lexus,2006,150,3,1
43,0,5,207,Dodge,2005,423,1,0
44,0,36,87,Eagle,1994,104,1,0
28,0,2,41,Chevrolet,1997,87,4,0
61,0,5,118,Land Rover,2008,191,4,1
41,1,18,154,Pontiac,1999,138,4,0
42,0,6,180,Toyota,2005,94,1,0
39,0,22,90,Dodge,2003,82,2,1
43,1,1,85,Hyundai,2012,338,1,0
34,0,8,18,Volvo,2002,213,4,1
41,1,22,45,Mercedes-Benz,2009,86,4,0
53,1,13,102,Mazda,1995,137,0,0
32,0,24,79,Mazda,1992,154,0,0
38,0,16,169,GMC,1992,120,0,0
51,1,24,61,BMW,2012,144,4,1
54,0,18,2,Lamborghini,1995,125,3,0
50,0,2,161,Mitsubishi,1995,110,3,0
46,1,39,125,Porsche,1986,116,2,1
44,0,17,73,Ford,1992,93,0,0
48,0,24,89,Toyota,1995,130,1,1
52,0,5,194,Honda,1994,122,4,1
34,1,6,217,Volkswagen,2012,306,4,1
49,1,1,172,Chevrolet,2010,159,2,0
53,0,11,7,Chevrolet,1969,135,3,1
39,0,13,214,Honda,1995,160,3,1
51,1,15,78,Chevrolet,2003,80,3,1
46,1,16,169,Mercedes-Benz,2011,153,3,0
35,0,1,45,Lincoln,2013,484,0,0
43,1,3,89,Lincoln,1990,207,4,0
50,1,16,80,Saab,1998,142,4,1
38,0,7,153,Chevrolet,1999,95,2,0
39,0,8,116,Chrysler,1994,120,3,1
46,0,18,44,Toyota,1997,84,0,0
43,0,4,187,Suzuki,2000,153,1,1
47,1,3,167,Chevrolet,2005,250,0,1
52,1,1,50,Mercedes-Benz,2000,453,1,1
53,0,12,163,BMW,2004,118,3,0
39,0,5,151,Honda,2001,271,3,0
38,0,24,129,Dodge,2002,154,3,0
50,0,2,156,Subaru,1990,154,0,1
51,1,6,206,Mercedes-Benz,1997,177,1,0
54,1,13,187,Mitsubishi,2000,135,4,0
39,0,1,31,Pontiac,2003,85,4,1
36,0,32,17,Audi,2006,122,4,0
36,1,13,27,Porsche,2001,83,4,1
54,0,1,72,Toyota,1995,93,0,1
41,0,8,2,Ram,2011,89,3,1
42,0,16,199,Mitsubishi,1992,101,0,0
42,0,5,187,Mercury,2002,96,1,0
39,0,8,4,Acura,2010,301,0,0
57,0,30,74,Toyota,1996,99,2,1
41,0,24,183,Cadillac,1993,106,0,0
47,1,17,108,Mercedes-Benz,1997,117,2,1
51,0,10,83,Pontiac,1987,80,1,0
42,1,8,220,Buick,1988,500,1,1
49,1,10,47,Hyundai,1997,104,4,1
49,0,26,23,Lincoln,2002,136,3,0
32,1,1,165,Suzuki,1992,645,0,1
47,1,17,157,Maserati,1990,123,3,1
37,0,14,42,Chrysler,2007,125,0,1
51,1,7,148,Ford,2004,209,2,0
35,1,24,158,Audi,1994,107,1,1
53,1,8,184,Pontiac,2002,314,2,0
43,0,9,54,Nissan,2009,258,3,0
39,0,19,173,GMC,1997,93,2,0
52,1,28,34,Audi,2012,105,0,0
36,0,8,134,BMW,1997,487,3,1
39,0,7,131,Toyota,2005,405,3,1
52,1,20,158,Cadillac,1997,154,2,1
53,1,11,142,Mitsubishi,2004,101,2,0
37,0,29,93,Jensen,1966,150,0,0
57,0,15,41,Toyota,1987,139,4,1
41,0,5,120,Nissan,2003,380,3,0
39,1,26,214,Toyota,1996,95,0,1
35,0,2,112,Mercedes-Benz,1987,182,3,0
45,0,25,34,Mitsubishi,1987,107,1,1
39,0,8,136,Studebaker,1961,96,4,1
43,0,2,143,GMC,2004,237,3,1
51,1,16,88,GMC,2012,123,4,0
44,1,18,216,Lotus,2007,108,3,0
34,0,13,131,Ford,2008,99,4,0
51,0,24,68,Subaru,1990,400,2,1
34,0,9,40,Mazda,2003,152,0,1
43,0,5,170,GMC,1998,97,1,0
41,0,24,130,Chevrolet,1994,92,2,0
42,1,5,44,Chevrolet,2009,215,2,1
38,1,22,177,Volkswagen,1991,102,3,0
36,1,11,136,Mercedes-Benz,1984,136,1,1
34,0,7,33,Pontiac,1966,175,0,1
49,1,8,99,Mercury,1986,81,3,1
26,0,7,58,Saturn,1998,180,3,0
42,0,2,140,Volkswagen,1994,207,4,0
44,1,7,82,Mazda,2010,111,4,0
55,1,7,205,Mercedes-Benz,2000,349,1,0
30,1,20,103,Chevrolet,2006,116,0,1
39,0,6,184,Lexus,1998,297,3,1
36,0,5,131,Honda,1997,303,3,0
45,1,12,24,Ford,1998,100,0,1
49,0,6,110,Volkswagen,1991,156,1,0
50,1,5,71,Acura,2000,408,4,0
58,1,21,38,Subaru,2000,158,3,1
56,0,22,173,Chevrolet,1999,119,4,1
37,1,21,37,Maybach,2005,123,4,1
46,0,3,170,Pontiac,2002,81,0,0
41,0,20,15,Chevrolet,2005,87,3,0
45,0,1,218,Lincoln,1995,293,1,1
53,1,10,141,Toyota,2001,126,3,1
51,1,6,52,Lincoln,2011,288,0,0
51,1,11,67,Nissan,2000,92,1,1
33,0,17,24,Nissan,2011,154,0,1
43,0,3,12,Chevrolet,2009,386,3,1
47,1,24,63,Volkswagen,2000,116,2,1
55,1,36,140,Mazda,1997,491,4,0
43,0,7,216,Subaru,2004,264,1,0
38,1,3,165,Daewoo,2000,113,1,0
51,1,25,136,Chevrolet,1995,86,2,0
36,0,9,97,Chevrolet,2007,627,3,1
31,0,14,171,Mazda,2004,95,0,0
38,1,15,87,Cadillac,2011,90,0,1
47,1,8,33,Buick,1993,83,1,1
36,1,1,110,Mercedes-Benz,2010,432,2,0
38,0,19,31,Citroën,1989,132,3,1
43,0,3,147,Volkswagen,1994,447,0,0
41,1,15,188,Alfa Romeo,1994,130,3,1
50,0,5,174,Lexus,2011,478,0,0
53,1,24,208,Mitsubishi,1986,106,1,0
46,0,28,207,Lotus,1985,153,0,0
55,0,5,123,Land Rover,1990,83,4,0
63,1,4,19,Chevrolet,2002,169,4,0
40,1,14,60,Chrysler,1997,146,1,0
35,1,1,111,Mercury,1988,132,2,0
55,0,4,140,Oldsmobile,1998,440,3,0
38,1,22,102,Volkswagen,2002,104,1,0
60,0,2,183,Scion,2011,364,0,1
29,0,19,79,Ram,2011,157,3,0
48,0,8,196,GMC,2004,443,0,0
58,1,23,1,Ford,2002,143,2,0
40,1,17,206,Ford,2005,159,2,0
43,0,5,47,Ford,2008,394,4,0
40,0,20,28,Lincoln,2013,114,3,1
47,1,20,214,GMC,1992,85,1,0
42,0,19,119,Porsche,2002,119,2,0
48,1,15,134,Toyota,2009,121,2,1
47,1,5,149,Chevrolet,1997,666,3,0
46,1,4,145,Buick,2000,468,3,0
52,1,7,66,Toyota,2007,179,0,1
44,0,4,216,Lexus,2013,184,4,0
31,0,6,127,Subaru,2000,253,0,0
52,0,6,67,Ford,2006,435,0,1
51,0,6,5,Ford,1985,126,0,0
35,1,19,204,Chevrolet,1996,127,4,0
49,0,6,16,Chevrolet,1998,118,2,1
53,1,17,195,Oldsmobile,1996,104,4,1
31,0,5,194,Jeep,1998,84,1,1
50,0,2,160,Mercedes-Benz,2004,383,4,0
48,0,36,49,Chevrolet,2010,427,1,1
51,0,19,173,Toyota,1995,122,2,0
53,1,18,151,Porsche,2002,118,2,0
54,0,3,31,Toyota,2008,107,2,0
47,0,2,165,Oldsmobile,1996,446,4,1
43,0,8,212,Chevrolet,1980,161,0,0
